-176.52351	284.43440
-257.61498	225.64863
-126.26679	302.41036
-133.96866	-255.52903
-286.57026	-162.23899
-342.54320	34.40020
-342.27624	32.37949
-342.23657	32.36025
-101.03241	306.79078
-127.60527	-255.37057
-186.02715	-239.58758
-320.41098	-100.53859
-24.11844	-244.73906
-333.66765	-60.04206
-321.04470	-96.44270
-340.41425	32.91702
-179.63372	-240.05036
-190.26374	-235.38264
-122.00129	301.18902
-58.31814	308.76899
-333.19710	-49.93219
-333.19783	-49.92423
-58.28122	308.72680
-329.13449	92.38829
-257.91872	219.97739
-285.70776	185.43837
-338.14980	-16.10130
-147.87827	292.77913
-295.11947	170.11987
-207.30489	-224.43300
-102.57012	-254.05814
-330.63507	-55.56964
-51.27762	308.22067
-332.05872	73.49320
-301.47242	-126.80222
-308.02188	-114.32823
-82.02419	306.81433
-334.04523	56.10123
-132.98637	296.41282
-139.43092	294.29721
-146.37884	291.85445
-280.82142	-156.22469
-318.15586	117.52316
-328.02243	-56.95903
-329.47774	-48.92764
-260.06521	-178.97818
-260.04146	-178.97584
-243.39569	-193.81661
-243.38084	-193.82879
-192.76068	-227.37251
-134.00628	295.19988
-133.75068	295.25451
-133.93341	295.14762
-115.62766	-250.08770
-133.66148	295.22404
-134.27585	295.01823
-133.97705	295.10813
-229.50044	-204.35382
-133.80717	295.10651
-134.18869	294.95686
-256.51501	-180.77180
-134.00179	294.99703
-300.29141	-122.03766
-277.62805	-156.49984
-326.55111	-50.07822
-326.55543	-49.98133
-282.11132	181.90175
-135.60107	293.62139
-190.57387	268.06025
-323.51893	86.09201
-312.05287	-88.59849
-312.04901	-88.60817
-262.89911	204.74509
-105.52213	-248.10221
-277.17990	-150.05657
-324.08350	77.78560
-164.40318	280.59238
-322.67663	-49.97594
-322.67546	-49.97728
-155.93379	284.09259
-155.90492	284.10479
-328.82171	42.78023
-264.95812	200.44305
-329.06049	37.12476
-320.80351	-55.13904
-207.28488	-212.21076
-109.59529	-246.52581
-326.92655	-21.41456
-78.11985	304.37262
-71.66215	-247.75642
-328.69802	22.02636
-328.69707	22.03816
-328.72740	14.52206
-286.00904	168.56057
-320.36192	-51.13115
-313.34195	108.40077
-268.86959	193.11161
-186.45558	-221.95371
