-164.12394	304.77458
-256.20607	246.87453
-113.49386	317.98749
-113.51063	-272.55615
-270.18596	-211.01630
-359.22941	8.55509
-358.90806	6.11560
-358.87578	6.10444
-89.90431	319.69489
-108.33811	-271.03827
-162.68555	-267.48653
-316.82188	-149.94505
-19.75318	-242.69213
-337.96982	-105.57511
-318.69532	-144.98267
-357.46932	7.36969
-157.68403	-266.26626
-168.13231	-263.84271
-111.23319	315.99610
-51.22164	317.46887
-340.22357	-92.38636
-340.22596	-92.37668
-51.21757	317.42226
-347.61158	83.35519
-259.96541	238.89737
-294.27492	199.16751
-350.45595	-52.46888
-137.57200	309.85619
-306.36941	180.66061
-186.42291	-256.13486
-87.63849	-264.75226
-337.10188	-98.12599
-45.12692	316.28166
-351.13039	59.38240
-295.22065	-173.15918
-304.14956	-160.65313
-73.78021	317.67272
-353.02983	37.53661
-123.54204	311.96016
-130.10525	310.38906
-137.21537	308.51861
-269.73528	-200.43054
-336.00205	115.11356
-334.94947	-98.51525
-337.84683	-89.19943
-245.75410	-219.88329
-245.73971	-219.87086
-227.38198	-231.65600
-227.36587	-231.66536
-174.22374	-255.33782
-125.26968	310.68827
-125.03073	310.71717
-125.25379	310.61762
-100.74504	-263.00234
-124.98542	310.66970
-125.61705	310.51351
-125.31778	310.57761
-212.55029	-239.48881
-125.18808	310.55276
-125.59707	310.43031
-242.54943	-220.68695
-125.42218	310.45178
-296.31361	-166.53491
-267.56688	-199.35428
-335.48077	-89.24851
-335.50511	-89.13070
-293.30484	193.43398
-127.70202	309.06698
-186.30978	286.71188
-343.59033	75.66751
-315.33163	-130.30306
-315.32612	-130.31329
-270.93232	219.48163
-92.87287	-259.02142
-269.98529	-191.20142
-344.48162	65.41909
-158.91767	297.73768
-332.64254	-87.44165
-332.64139	-87.44281
-150.15058	300.67089
-150.12027	300.68124
-348.51890	22.27402
-274.19869	214.24391
-348.50264	15.40137
-330.13978	-92.97354
-192.56654	-241.92907
-97.11407	-258.10066
-341.05986	-54.39312
-72.08706	314.70697
-62.78806	-252.89479
-347.33839	-2.68022
-347.33845	-2.66579
-346.77272	-11.70377
-300.47580	176.68515
-330.66210	-87.91253
-333.41002	103.41254
-279.86160	205.43534
-172.00291	-247.53498
-171.18616	291.02641
-261.61709	226.19848
-201.19916	274.93032
-118.90512	308.04389
-209.33057	-230.74277
-345.71579	27.27273
-94.91628	-255.67379
-182.19109	-242.05457
-108.44790	309.77263
-252.01769	-199.95609
-327.00646	-88.12724
-327.00410	-88.12616
-300.92058	-140.92781
-308.83131	-127.28642
-173.88353	-242.77005
-207.71000	268.48646
-207.71421	268.48001
-343.79168	16.68692
-340.07736	60.62968
-180.00729	-239.94468
-324.28440	-90.20738
-134.51025	301.74734
-321.19894	125.21171
-321.10711	125.36448
-110.05313	307.77632
-110.04358	307.77115
-328.73813	-74.90345
-328.68265	-74.67665
-328.79717	-74.18617
-328.30661	-74.16025
-328.30074	-74.17474
-328.28153	-74.21798
-328.25768	-74.27854
-308.25565	152.54775
-319.15371	128.14780
-319.15618	128.14085
-330.75056	-63.59908
-284.37757	-157.71356
-119.51819	304.89752
-281.63400	-160.42172
-112.40494	306.39026
-338.93485	39.70931
-168.48265	287.05697
-235.46715	243.55960
-338.56226	41.00246
-320.51410	120.60049
-190.48464	-229.93636
-298.62327	-132.55732
-203.78777	-222.67558
-175.38242	-235.35449
-336.62234	49.04381
-298.68851	163.96312
-298.81260	163.68496
-287.48253	-146.18034
-106.95259	306.15888
-241.64563	-195.34985
-330.42896	-48.33259
-336.98096	31.31244
-336.95492	31.52497
-336.95728	31.43452
-336.92080	31.78752
-218.40145	-211.76660
-144.77309	295.27592
-85.95787	309.43338
-85.90785	309.40611
-85.91079	309.40295
-85.86684	309.38827
-114.46770	304.20517
-300.20142	159.31471
-180.43647	278.94021
-293.94168	-134.06951
-79.11411	-247.50604
-219.50334	253.38476
-219.56025	253.31559
-334.96984	42.16168
-258.08277	217.70745
-334.08112	47.68503
-334.07920	47.68631
-225.35182	247.91888
-323.63798	-63.19266
-300.22815	-118.72176
-168.39804	-232.76551
-271.34322	-160.30796
-333.23432	-4.06519
-333.23046	-4.09167
-333.22846	-4.08767
-2.48542	305.57538
-239.59906	234.12074
-322.96331	-60.73684
